Wave 	Occultation Pair 	    d_time       d_longitude  d_phase 	sigma_phase
                                    (days)         (deg)      (deg)        (deg)
W86.59 gamCru101i-gamCru071i      227.63432        38.2        77.1         2.2
W86.58 gamCru101i-gamCru071i      227.63433        38.2       263.0         0.9
W86.4o gamCru101i-gamCru071i      227.63437        38.2       191.9         9.5
W86.4i gamCru101i-gamCru071i      227.63438        38.3        11.4         1.7
W84.86 gamCru101i-gamCru071i      227.63490        39.0        74.0        15.9
W84.82 gamCru101i-gamCru071i      227.63492        39.1        47.6         2.0
W84.64 gamCru101i-gamCru071i      227.63498        39.2         5.4         1.4
W82.21 gamCru101i-gamCru071i      227.63585        40.5       359.4         1.9
W82.06 gamCru101i-gamCru071i      227.63590        40.6        40.1         5.2
W82.00 gamCru101i-gamCru071i      227.63592        40.6       316.1         4.7
W81.02 gamCru101i-gamCru071i      227.63629        41.2        75.7        11.4
W80.98 gamCru101i-gamCru071i      227.63630        41.2       316.3         3.5
Mi 6:2 RCas106i-gamCru079i        231.38722       251.4       325.0        13.3
W87.19 RCas106i-gamCru079i        231.39178       255.5       319.2         2.3
W86.59 RCas106i-gamCru079i        231.39297       256.5       291.5         2.0
W86.58 RCas106i-gamCru079i        231.39301       256.6       188.4        18.9
W86.4i RCas106i-gamCru079i        231.39338       256.9       299.6        12.4
W84.82 RCas106i-gamCru079i        231.39720       260.0       323.1         6.2
W84.64 RCas106i-gamCru079i        231.39770       260.4       150.0        17.8
W82.21 RCas106i-gamCru079i        231.40644       266.7       219.7         9.9
W82.06 RCas106i-gamCru079i        231.40718       267.2       185.9         8.0
W82.00 RCas106i-gamCru079i        231.40743       267.4       128.5         2.9
W80.98 RCas106i-gamCru079i        231.41400       271.5       311.2         2.9
W86.59 alpSco115i-gamCru096i      231.57039       334.9        60.7         5.1
W86.4o alpSco115i-gamCru096i      231.57073       334.8       156.9         9.9
W85.67 alpSco115i-gamCru096i      231.57231       334.6       256.3         3.6
W82.21 alpSco115i-gamCru096i      231.57973       333.2       217.1         6.6
W82.06 alpSco115i-gamCru096i      231.58005       333.1       175.5        14.0
W82.00 alpSco115i-gamCru096i      231.58016       333.1       131.1        12.1
W81.02 alpSco115i-gamCru096i      231.58230       332.7       108.4         7.0
W80.98 WHya189e-betPeg172i        231.68118       344.8       179.3         6.4
W82.00 WHya189e-betPeg172i        231.68525       345.0       280.8         8.2
W86.4o WHya189e-betPeg172i        231.70285       345.6       162.8        10.1
W87.19 WHya189e-betPeg172i        231.70581       345.7        17.7         7.4
W82.06 muCep185e-betPeg170e       231.97339       326.6       299.8         4.8
W82.21 muCep185e-betPeg170e       231.97368       326.7       313.3         4.7
W83.63 muCep185e-betPeg170e       231.97633       327.7        67.7         3.4
W84.82 muCep185e-betPeg170e       231.97837       328.5       161.5         4.6
W84.86 muCep185e-betPeg170e       231.97844       328.5       121.9         4.2
W85.67 muCep185e-betPeg170e       231.97977       329.0       236.4         9.0
W85.67 RCas185i-betPeg170e        232.54491       247.9       248.6        11.4
W84.82 RCas185i-betPeg170e        232.54957       248.7       321.9         0.3
W82.21 RCas185i-betPeg170e        232.56387       251.4       285.6         8.1
W82.06 RCas185i-betPeg170e        232.56470       251.6       263.9        11.4
W80.98 RCas185i-betPeg170e        232.57065       252.8       120.9         4.4
W87.19 gamCru102i-gamCru071i      237.18476        37.6       118.6        19.2
W86.4i gamCru102i-gamCru071i      237.18501        37.9       192.0         2.6
W84.82 gamCru102i-gamCru071i      237.18554        38.7       269.1         9.9
W84.64 gamCru102i-gamCru071i      237.18560        38.8       102.9        10.2
W82.06 gamCru102i-gamCru071i      237.18649        40.2        14.7         2.5
W82.00 gamCru102i-gamCru071i      237.18651        40.3       283.0         6.0
W81.02 gamCru102i-gamCru071i      237.18687        40.8       318.7         3.8
W80.98 gamCru102i-gamCru071i      237.18688        40.8       279.3         3.9
W86.59 RCas106i-betGru078i        237.55377       140.8        94.2         3.9
W84.86 RCas106i-betGru078i        237.55684       138.0        52.8         7.9
W84.82 RCas106i-betGru078i        237.55690       137.9        32.9         8.0
W84.64 RCas106i-betGru078i        237.55711       137.4        24.1         1.9
W87.19 RCas106i-gamCru078i        238.09046       254.0       229.9        14.6
W86.59 RCas106i-gamCru078i        238.09172       255.0       220.5         6.1
W86.58 RCas106i-gamCru078i        238.09177       255.0        32.4         8.6
W84.86 RCas106i-gamCru078i        238.09603       258.3       156.2         0.5
W84.82 RCas106i-gamCru078i        238.09616       258.4       138.2        14.0
W84.64 RCas106i-gamCru078i        238.09668       258.8        64.5         2.7
W82.21 RCas106i-gamCru078i        238.10571       265.1       347.6         2.1
W82.06 RCas106i-gamCru078i        238.10647       265.5       233.1         6.0
W82.00 RCas106i-gamCru078i        238.10673       265.7       133.8        12.2
W80.98 RCas106i-gamCru078i        238.11341       269.8        78.1         6.0
W87.19 RCas106i-gamCru077i        245.13303       253.8       336.4         1.4
W86.59 RCas106i-gamCru077i        245.13429       254.8        64.5         0.9
W84.64 RCas106i-gamCru077i        245.13924       258.6        98.5        13.6
W82.21 RCas106i-gamCru077i        245.14827       264.8       147.9         3.9
W82.06 RCas106i-gamCru077i        245.14902       265.3       280.1         4.1
W82.00 RCas106i-gamCru077i        245.14928       265.5       134.8         5.9
W80.98 RCas106i-gamCru077i        245.15596       269.6        85.0         6.5
W85.67 WHya186e-betPeg170e        245.17602       217.3        90.9         5.9
W82.06 WHya186e-betPeg170e        245.18093       219.3         5.4         1.6
W80.98 WHya186e-betPeg170e        245.18239       220.0       121.5         4.8
W85.67 muCep193i-lamVel173i       246.40199       142.0       303.4        18.2
W86.59 alpSco115i-gamCru094i      246.99773       328.8        98.6         2.4
W85.67 alpSco115i-gamCru094i      246.99951       328.4       190.9        11.1
W82.21 alpSco115i-gamCru094i      247.00640       326.8        38.4        12.1
W82.06 alpSco115i-gamCru094i      247.00670       326.7       138.4         8.4
W82.00 alpSco115i-gamCru094i      247.00680       326.7        27.9        13.5
W80.98 alpSco115i-gamCru094i      247.00887       326.2       249.2        17.3
W82.00 muCep191i-betPeg172i       248.10430       338.2        77.0         1.9
W82.06 muCep191i-betPeg172i       248.10431       338.2       206.5         6.5
W84.64 muCep191i-betPeg172i       248.10501       338.8         9.0         3.0
W84.82 muCep191i-betPeg172i       248.10506       338.8       135.3         6.1
W85.67 muCep191i-betPeg172i       248.10528       339.0       289.8         1.2
W87.19 muCep191i-betPeg172i       248.10565       339.3       348.1         8.2
W82.00 betPeg104i-gamCru073i      248.70827       160.7        19.4         2.7
W82.06 betPeg104i-gamCru073i      248.70830       160.8       156.6         7.0
W82.21 betPeg104i-gamCru073i      248.70839       160.8        76.1         7.6
W84.64 betPeg104i-gamCru073i      248.70979       161.5       309.7         3.8
W84.86 betPeg104i-gamCru073i      248.70992       161.5       286.3         3.1
W86.4i betPeg104i-gamCru073i      248.71082       161.9        22.4         7.4
W86.4o betPeg104i-gamCru073i      248.71084       161.9       182.7        10.7
Pd 4:2 betPeg104i-gamCru073i      248.71290       162.8        71.8        10.4
W80.98 RCas191i-betPeg172i        248.99071       344.6        93.0        10.3
W82.06 RCas191i-betPeg172i        248.99141       344.8       291.1         2.2
W82.21 RCas191i-betPeg172i        248.99151       344.8       200.5         4.7
W84.64 RCas191i-betPeg172i        248.99307       345.2       315.9         9.8
W85.67 RCas191i-betPeg172i        248.99373       345.3       266.7         2.0
W85.67 RCar191i-betPeg172i        251.97653       190.0        62.3         3.3
W86.59 gamCru187i-betPeg170e      253.98295        66.7       108.1         1.4
W84.86 gamCru187i-betPeg170e      253.99097        68.6       167.7         9.5
W82.21 gamCru187i-betPeg170e      254.00352        71.8        74.6         4.1
W82.06 gamCru187i-betPeg170e      254.00424        72.0        89.4         3.8
W80.98 gamCru187i-betPeg170e      254.00939        73.4       306.9         8.3
W87.19 gamCru187e-betPeg170e      254.12979       150.2       201.6         5.3
W85.67 gamCru187e-betPeg170e      254.13080       149.5       234.0         1.2
W84.86 gamCru187e-betPeg170e      254.13133       149.1        65.7        11.5
W84.82 gamCru187e-betPeg170e      254.13136       149.1        39.7         1.7
W83.63 gamCru187e-betPeg170e      254.13209       148.5       117.1        12.3
W82.21 gamCru187e-betPeg170e      254.13291       147.7       328.0         4.3
W82.06 gamCru187e-betPeg170e      254.13299       147.6       352.2         3.4
W80.98 gamCru187e-betPeg170e      254.13355       147.0       113.2         2.7
W86.4i alpSco115i-gamCru093i      254.36251       313.2       254.0         4.7
W85.67 alpSco115i-gamCru093i      254.36380       312.7       247.2         9.0
W82.21 alpSco115i-gamCru093i      254.37010       310.5       274.9         4.0
W82.06 alpSco115i-gamCru093i      254.37038       310.4       276.4         8.8
W82.00 alpSco115i-gamCru093i      254.37047       310.3       110.2         1.9
W81.02 alpSco115i-gamCru093i      254.37230       309.7       200.4         4.4
W80.98 alpSco115i-gamCru093i      254.37237       309.6       235.6        16.5
W83.63 alpOri117i-gamCru096i      261.79867       216.6        77.7         8.4
W80.98 betPeg104i-gamCru071i      262.97476       159.5       103.6         4.4
W82.00 betPeg104i-gamCru071i      262.97534       159.8       207.8        10.5
W82.06 betPeg104i-gamCru071i      262.97537       159.8        61.2         6.9
W82.21 betPeg104i-gamCru071i      262.97546       159.8       154.4        13.5
W84.64 betPeg104i-gamCru071i      262.97688       160.5       136.5         9.2
W86.4i betPeg104i-gamCru071i      262.97793       161.0       242.3        13.9
W86.4o betPeg104i-gamCru071i      262.97794       161.0        60.7        16.5
W86.58 betPeg104i-gamCru071i      262.97803       161.1       343.1        18.7
W80.98 muCep193i-betPeg172i       272.02431       338.1        70.3         7.0
W82.00 muCep193i-betPeg172i       272.02460       338.4       350.4         1.2
W82.06 muCep193i-betPeg172i       272.02461       338.4       263.9         3.8
W82.21 muCep193i-betPeg172i       272.02465       338.4       126.6        14.1
W84.64 muCep193i-betPeg172i       272.02531       339.0       278.5         6.6
W84.82 muCep193i-betPeg172i       272.02535       339.0        61.1         2.9
W85.67 muCep193i-betPeg172i       272.02557       339.2        92.2         4.2
W86.4o muCep193i-betPeg172i       272.02576       339.4        84.1         2.5
W87.19 RCas106i-gamCru073i        273.28276       252.8       266.7         1.4
W86.59 RCas106i-gamCru073i        273.28401       253.8       294.8         5.6
W84.86 RCas106i-gamCru073i        273.28829       257.1        30.6         0.6
W84.82 RCas106i-gamCru073i        273.28841       257.1       319.4        16.9
W84.64 RCas106i-gamCru073i        273.28893       257.5       133.6        11.4
W82.21 RCas106i-gamCru073i        273.29792       263.8       211.6         9.2
W82.06 RCas106i-gamCru073i        273.29867       264.3       289.1         3.1
W82.00 RCas106i-gamCru073i        273.29893       264.4        13.8         4.2
W80.98 WHya189e-betPeg170e        273.89363       218.7       209.8        10.0
Mi 6:2 alpSco115i-gamCru089i      284.86880       343.7       351.6         6.5
W86.59 alpSco115i-gamCru089i      284.87532       342.9       169.1         7.5
W86.4i alpSco115i-gamCru089i      284.87570       342.8       330.6        10.4
W85.67 alpSco115i-gamCru089i      284.87717       342.7       290.6         7.2
W82.06 alpSco115i-gamCru089i      284.88463       341.6       312.2         4.4
W82.00 alpSco115i-gamCru089i      284.88473       341.6         0.1        12.8
W81.02 alpSco115i-gamCru089i      284.88680       341.3         5.9         7.3
W82.06 RCas194e-betPeg172i        285.18228       132.3       291.4         4.6
W84.64 RCas194e-betPeg172i        285.19450       133.8       183.5         8.4
W85.67 RCas194e-betPeg172i        285.19943       134.3       275.1         0.6
W86.4i RCas194e-betPeg172i        285.20285       134.7       343.3        13.6
W87.19 RCas194e-betPeg172i        285.20651       135.1        13.3         7.3
W87.19 RCas106i-gamCru071i        287.54987       251.8       226.3        13.8
W86.59 RCas106i-gamCru071i        287.55112       252.8       280.9         3.8
W84.82 RCas106i-gamCru071i        287.55550       256.2       284.9        10.2
W84.64 RCas106i-gamCru071i        287.55602       256.6       308.6         3.6
W82.21 RCas106i-gamCru071i        287.56499       262.8       291.8        11.1
W82.06 RCas106i-gamCru071i        287.56574       263.3       191.8         7.9
W82.00 RCas106i-gamCru071i        287.56600       263.5       202.0         5.5
W80.98 RCas106i-gamCru071i        287.57266       267.6       283.8         3.5
W86.59 muCep191i-betPeg170e       290.28802       209.3        87.9         1.3
W86.58 muCep191i-betPeg170e       290.28812       209.3       180.1        16.5
W85.67 muCep191i-betPeg170e       290.29265       209.7       287.7         7.7
W84.86 muCep191i-betPeg170e       290.29678       210.0       240.0        13.1
W84.82 muCep191i-betPeg170e       290.29701       210.1       198.2        11.9
